"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Time","Date","Age"
7830,"Sandwich","afternoon","weekday",10.13,3,"Male","Cash","American","13:00","03/09/2017",25
7831,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Germany","13:13","03/09/2017",17
7831,"Pastry","afternoon","weekday",14.94,3,"Male","Cash","Germany","13:13","03/09/2017",17
7831,"Truffles","afternoon","weekday",42.66,1,"Male","Cash","Germany","13:13","03/09/2017",17
7832,"Bread","afternoon","weekday",1.61,4,"female","Cash","Korean","13:15","03/09/2017",16
7832,"Scandinavian","afternoon","weekday",39.34,2,"female","Cash","Korean","13:15","03/09/2017",16
7833,"Chicken Stew","afternoon","weekday",8,4,"female","Online Wallet","American","13:16","03/09/2017",17
7833,"Coffee","afternoon","weekday",19.73,3,"female","Online Wallet","American","13:16","03/09/2017",17
7834,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:17","03/09/2017",26
7835,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:30","03/09/2017",22
7835,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:30","03/09/2017",22
7836,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","13:31","03/09/2017",30
7836,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:31","03/09/2017",30
7837,"Christmas common","afternoon","weekday",9,4,"female","Cash","Korean","13:32","03/09/2017",26
7838,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:39","03/09/2017",23
7839,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","14:13","03/09/2017",28
7839,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","14:13","03/09/2017",28
7839,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:13","03/09/2017",28
7839,"Medialuna","afternoon","weekday",43.23,1,"Male","Credit card","Vietnamese","14:13","03/09/2017",28
7840,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:16","03/09/2017",20
7840,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:16","03/09/2017",20
7840,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Credit card","Vietnamese","14:16","03/09/2017",20
7840,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:16","03/09/2017",20
7840,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","14:16","03/09/2017",20
7840,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","14:16","03/09/2017",20
7841,"Coffee","afternoon","weekday",19.73,3,"female","Online Wallet","American","14:23","03/09/2017",18
7842,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","14:33","03/09/2017",19
7843,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:35","03/09/2017",25
7843,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:35","03/09/2017",25
7843,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","14:35","03/09/2017",25
7843,"Chicken Stew","afternoon","weekday",8,4,"Male","Credit card","Vietnamese","14:35","03/09/2017",25
7844,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:38","03/09/2017",25
7845,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","14:58","03/09/2017",16
7845,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","14:58","03/09/2017",16
7846,"Truffles","afternoon","weekday",42.66,1,"Male","Credit card","Vietnamese","15:08","03/09/2017",28
7846,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","15:08","03/09/2017",28
7846,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","15:08","03/09/2017",28
7846,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:08","03/09/2017",28
7847,"Truffles","afternoon","weekday",42.66,1,"female","Online Wallet","American","15:09","03/09/2017",24
7847,"Spanish Brunch","afternoon","weekday",47.45,1,"female","Online Wallet","American","15:09","03/09/2017",24
7847,"Cake","afternoon","weekday",20.24,2,"female","Online Wallet","American","15:09","03/09/2017",24
7848,"Bread","afternoon","weekday",1.61,4,"female","Cash","Germany","15:22","03/09/2017",25
7848,"Tea","afternoon","weekday",26.05,2,"female","Cash","Germany","15:22","03/09/2017",25
7848,"Scone","afternoon","weekday",40.83,1,"female","Cash","Germany","15:22","03/09/2017",25
7849,"Coke","afternoon","weekday",45.97,1,"Male","Credit card","Vietnamese","15:23","03/09/2017",21
7849,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","15:23","03/09/2017",21
7850,"Tea","afternoon","weekday",26.05,2,"Male","Cash","Korean","15:42","03/09/2017",18
7850,"Cake","afternoon","weekday",20.24,2,"Male","Cash","Korean","15:42","03/09/2017",18
7851,"Coke","afternoon","weekday",45.97,1,"Male","Credit card","Vietnamese","16:16","03/09/2017",18
7852,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","16:40","03/09/2017",17
7852,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","16:40","03/09/2017",17
7852,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","16:40","03/09/2017",17
7852,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","16:40","03/09/2017",17
7853,"Coffee","evening","weekday",19.73,3,"Male","Cash","Germany","17:19","03/09/2017",30
7853,"Coffee","evening","weekday",19.73,3,"Male","Cash","Germany","17:19","03/09/2017",30
7853,"Tea","evening","weekday",26.05,2,"Male","Cash","Germany","17:19","03/09/2017",30
7853,"Cake","evening","weekday",20.24,2,"Male","Cash","Germany","17:19","03/09/2017",30
7853,"Scone","evening","weekday",40.83,1,"Male","Cash","Germany","17:19","03/09/2017",30
7853,"Cookies","evening","weekday",5.51,4,"Male","Cash","Germany","17:19","03/09/2017",30
7854,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","08:05","03/10/2017",16
7855,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","08:14","03/10/2017",25
7856,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","08:26","03/10/2017",16
7857,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:37","03/10/2017",21
7858,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","08:42","03/10/2017",20
7858,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:42","03/10/2017",20
7858,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","08:42","03/10/2017",20
7859,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","08:45","03/10/2017",16
7859,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:45","03/10/2017",16
7859,"Spanish Brunch","morning","weekday",47.45,1,"Male","Credit card","Vietnamese","08:45","03/10/2017",16
7860,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:47","03/10/2017",19
7860,"Toast","morning","weekday",31.53,2,"Male","Credit card","Vietnamese","08:47","03/10/2017",19
7861,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:48","03/10/2017",28
7862,"Baguette","morning","weekday",40.95,1,"Male","Online Wallet","Korean","08:51","03/10/2017",20
7863,"Coffee","morning","weekday",19.73,3,"Male","Cash","Germany","08:57","03/10/2017",28
7863,"Pastry","morning","weekday",14.94,3,"Male","Cash","Germany","08:57","03/10/2017",28
7864,"Hot chocolate","morning","weekday",20.12,2,"Male","Credit card","Vietnamese","09:01","03/10/2017",22
7864,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","09:01","03/10/2017",22
7864,"Cake","morning","weekday",20.24,2,"Male","Credit card","Vietnamese","09:01","03/10/2017",22
7865,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:04","03/10/2017",19
7865,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:04","03/10/2017",19
7866,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:05","03/10/2017",27
7866,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:05","03/10/2017",27
7866,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","09:05","03/10/2017",27
7867,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:08","03/10/2017",22
7868,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","09:20","03/10/2017",28
7868,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","09:20","03/10/2017",28
7869,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:23","03/10/2017",21
7869,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:23","03/10/2017",21
7869,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:23","03/10/2017",21
7869,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:23","03/10/2017",21
7869,"Toast","morning","weekday",31.53,2,"Male","Credit card","Vietnamese","09:23","03/10/2017",21
7870,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:37","03/10/2017",21
7871,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:51","03/10/2017",29
7872,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:59","03/10/2017",21
7873,"Bread","morning","weekday",1.61,4,"female","Cash","American","10:02","03/10/2017",20
7873,"Cookies","morning","weekday",5.51,4,"female","Cash","American","10:02","03/10/2017",20
7874,"Medialuna","morning","weekday",43.23,1,"female","Cash","Germany","10:03","03/10/2017",18
7874,"Bread","morning","weekday",1.61,4,"female","Cash","Germany","10:03","03/10/2017",18
7875,"Tea","morning","weekday",26.05,2,"female","Cash","Germany","10:08","03/10/2017",18
7876,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:19","03/10/2017",20
7876,"Cake","morning","weekday",20.24,2,"Male","Credit card","Vietnamese","10:19","03/10/2017",20
7876,"Jam","morning","weekday",45.27,1,"Male","Credit card","Vietnamese","10:19","03/10/2017",20
7876,"Truffles","morning","weekday",42.66,1,"Male","Credit card","Vietnamese","10:19","03/10/2017",20
7877,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:23","03/10/2017",27
7877,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:23","03/10/2017",27
7877,"Juice","morning","weekday",28.3,2,"Male","Credit card","Vietnamese","10:23","03/10/2017",27
7877,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","10:23","03/10/2017",27
7877,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","10:23","03/10/2017",27
7878,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:39","03/10/2017",24
7878,"Tiffin","morning","weekday",29.73,2,"Male","Credit card","Vietnamese","10:39","03/10/2017",24
7878,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:39","03/10/2017",24
7879,"Cake","morning","weekday",20.24,2,"Male","Credit card","Vietnamese","10:45","03/10/2017",20
7879,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","10:45","03/10/2017",20
7879,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","10:45","03/10/2017",20
7879,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:45","03/10/2017",20
7879,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:45","03/10/2017",20
7879,"Juice","morning","weekday",28.3,2,"Male","Credit card","Vietnamese","10:45","03/10/2017",20
7880,"Vegan Feast","morning","weekday",1.74,4,"female","Cash","American","10:47","03/10/2017",18
7880,"Pastry","morning","weekday",14.94,3,"female","Cash","American","10:47","03/10/2017",18
7880,"Coffee","morning","weekday",19.73,3,"female","Cash","American","10:47","03/10/2017",18
7880,"Coffee","morning","weekday",19.73,3,"female","Cash","American","10:47","03/10/2017",18
7881,"Coffee","morning","weekday",19.73,3,"Male","Cash","Germany","10:52","03/10/2017",22
7881,"Pastry","morning","weekday",14.94,3,"Male","Cash","Germany","10:52","03/10/2017",22
7882,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:56","03/10/2017",21
7882,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:56","03/10/2017",21
7883,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:00","03/10/2017",17
7883,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:00","03/10/2017",17
7884,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:02","03/10/2017",18
7885,"Coffee","morning","weekday",19.73,3,"female","Cash","Germany","11:07","03/10/2017",29
7885,"Coffee","morning","weekday",19.73,3,"female","Cash","Germany","11:07","03/10/2017",29
7885,"Medialuna","morning","weekday",43.23,1,"female","Cash","Germany","11:07","03/10/2017",29
7886,"Coffee","morning","weekday",19.73,3,"Male","Cash","American","11:18","03/10/2017",26
7887,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:19","03/10/2017",22
7887,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","11:19","03/10/2017",22
7887,"Tiffin","morning","weekday",29.73,2,"Male","Credit card","Vietnamese","11:19","03/10/2017",22
7888,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:31","03/10/2017",25
7888,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:31","03/10/2017",25
7889,"Brownie","morning","weekday",44.82,1,"Male","Credit card","Vietnamese","11:56","03/10/2017",19
7890,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:23","03/10/2017",20
7891,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:37","03/10/2017",18
7891,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:37","03/10/2017",18
7891,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:37","03/10/2017",18
7892,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:38","03/10/2017",23
7892,"Tiffin","afternoon","weekday",29.73,2,"Male","Credit card","Vietnamese","12:38","03/10/2017",23
7893,"Bread","afternoon","weekday",1.61,4,"female","Cash","American","12:41","03/10/2017",29
7893,"Scone","afternoon","weekday",40.83,1,"female","Cash","American","12:41","03/10/2017",29
7894,"Soup","afternoon","weekday",42.55,1,"Male","Cash","Korean","12:43","03/10/2017",16
7894,"Salad","afternoon","weekday",NA,NA,"Male","Cash","Korean","12:43","03/10/2017",16
7894,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Korean","12:43","03/10/2017",16
7895,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:55","03/10/2017",20
7895,"Coke","afternoon","weekday",45.97,1,"Male","Credit card","Vietnamese","12:55","03/10/2017",20
7896,"Toast","afternoon","weekday",31.53,2,"female","Cash","American","13:04","03/10/2017",27
7896,"Coffee","afternoon","weekday",19.73,3,"female","Cash","American","13:04","03/10/2017",27
7896,"Bread","afternoon","weekday",1.61,4,"female","Cash","American","13:04","03/10/2017",27
7897,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","13:08","03/10/2017",18
7897,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:08","03/10/2017",18
7897,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:08","03/10/2017",18
7897,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:08","03/10/2017",18
7898,"Truffles","afternoon","weekday",42.66,1,"Male","Credit card","Vietnamese","13:27","03/10/2017",18
7898,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:27","03/10/2017",18
7899,"Vegan mincepie","afternoon","weekday",15.76,3,"female","Cash","American","13:30","03/10/2017",20
7899,"Cookies","afternoon","weekday",5.51,4,"female","Cash","American","13:30","03/10/2017",20
7899,"Tiffin","afternoon","weekday",29.73,2,"female","Cash","American","13:30","03/10/2017",20
7899,"Bread","afternoon","weekday",1.61,4,"female","Cash","American","13:30","03/10/2017",20
7900,"Cookies","afternoon","weekday",5.51,4,"Male","Cash","Germany","13:32","03/10/2017",28
7901,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:44","03/10/2017",27
7902,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:47","03/10/2017",18
7902,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","13:47","03/10/2017",18
7903,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","American","13:50","03/10/2017",18
7903,"Scone","afternoon","weekday",40.83,1,"Male","Cash","American","13:50","03/10/2017",18
7904,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:56","03/10/2017",28
7904,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:56","03/10/2017",28
7904,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:56","03/10/2017",28
7905,"Salad","afternoon","weekday",NA,NA,"Male","Credit card","Vietnamese","13:58","03/10/2017",17
7905,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","13:58","03/10/2017",17
7905,"Coke","afternoon","weekday",45.97,1,"Male","Credit card","Vietnamese","13:58","03/10/2017",17
7906,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:03","03/10/2017",27
7906,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","14:03","03/10/2017",27
7906,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:03","03/10/2017",27
7906,"Tiffin","afternoon","weekday",29.73,2,"Male","Credit card","Vietnamese","14:03","03/10/2017",27
7906,"Chicken Stew","afternoon","weekday",8,4,"Male","Credit card","Vietnamese","14:03","03/10/2017",27
7907,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","14:10","03/10/2017",19
7907,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:10","03/10/2017",19
7907,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","14:10","03/10/2017",19
7908,"Truffles","afternoon","weekday",42.66,1,"Male","Credit card","Vietnamese","14:23","03/10/2017",16
7908,"Mineral water","afternoon","weekday",28.31,2,"Male","Credit card","Vietnamese","14:23","03/10/2017",16
7908,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:23","03/10/2017",16
7908,"Scone","afternoon","weekday",40.83,1,"Male","Credit card","Vietnamese","14:23","03/10/2017",16
7908,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","14:23","03/10/2017",16
7909,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:58","03/10/2017",18
7910,"Truffles","afternoon","weekday",42.66,1,"Male","Credit card","Vietnamese","16:40","03/10/2017",27
7910,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","16:40","03/10/2017",27
7911,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","16:41","03/10/2017",29
7912,"Coffee","afternoon","weekday",19.73,3,"female","Cash","American","16:52","03/10/2017",20
7912,"Bread","afternoon","weekday",1.61,4,"female","Cash","American","16:52","03/10/2017",20
7913,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","16:54","03/10/2017",25
7913,"Tiffin","afternoon","weekday",29.73,2,"Male","Credit card","Vietnamese","16:54","03/10/2017",25
7914,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","16:57","03/10/2017",27
7915,"Medialuna","morning","weekend",43.23,1,"Male","Credit card","Vietnamese","08:37","03/11/2017",16
7915,"Medialuna","morning","weekend",43.23,1,"Male","Credit card","Vietnamese","08:37","03/11/2017",16
7915,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","08:37","03/11/2017",16
7916,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","08:59","03/11/2017",29
7916,"Toast","morning","weekend",31.53,2,"Male","Credit card","Vietnamese","08:59","03/11/2017",29
7917,"Baguette","morning","weekend",40.95,1,"Male","Credit card","Vietnamese","08:59","03/11/2017",27
7917,"Farm House","morning","weekend",40.82,1,"Male","Credit card","Vietnamese","08:59","03/11/2017",27
7918,"Medialuna","morning","weekend",43.23,1,"Male","Online Wallet","American","09:01","03/11/2017",24
7919,"Cake","morning","weekend",20.24,2,"Male","Credit card","Vietnamese","09:02","03/11/2017",22
7919,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","09:02","03/11/2017",22
7920,"Bread","morning","weekend",1.61,4,"Male","Cash","Korean","09:03","03/11/2017",23
7921,"Coffee","morning","weekend",19.73,3,"female","Cash","Germany","09:07","03/11/2017",22
7921,"Tea","morning","weekend",26.05,2,"female","Cash","Germany","09:07","03/11/2017",22
7922,"The Nomad","morning","weekend",31.25,2,"Male","Credit card","Vietnamese","09:08","03/11/2017",16
7922,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","09:08","03/11/2017",16
7922,"Medialuna","morning","weekend",43.23,1,"Male","Credit card","Vietnamese","09:08","03/11/2017",16
7923,"Duck egg","morning","weekend",36.29,2,"Male","Credit card","Vietnamese","09:10","03/11/2017",19
7923,"Tea","morning","weekend",26.05,2,"Male","Credit card","Vietnamese","09:10","03/11/2017",19
7924,"Coffee","morning","weekend",19.73,3,"Male","Online Wallet","American","09:18","03/11/2017",21
7924,"Coffee","morning","weekend",19.73,3,"Male","Online Wallet","American","09:18","03/11/2017",21
7924,"Scone","morning","weekend",40.83,1,"Male","Online Wallet","American","09:18","03/11/2017",21
7924,"Bread","morning","weekend",1.61,4,"Male","Online Wallet","American","09:18","03/11/2017",21
7925,"Scandinavian","morning","weekend",39.34,2,"Male","Credit card","Vietnamese","09:25","03/11/2017",24
7925,"Tea","morning","weekend",26.05,2,"Male","Credit card","Vietnamese","09:25","03/11/2017",24
7925,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","09:25","03/11/2017",24
7926,"Scandinavian","morning","weekend",39.34,2,"Male","Credit card","Vietnamese","09:44","03/11/2017",22
7926,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","09:44","03/11/2017",22
7927,"Chocolates","morning","weekend",42.21,1,"Male","Online Wallet","American","09:45","03/11/2017",30
7927,"Coffee","morning","weekend",19.73,3,"Male","Online Wallet","American","09:45","03/11/2017",30
7927,"Coke","morning","weekend",45.97,1,"Male","Online Wallet","American","09:45","03/11/2017",30
7928,"Coffee","morning","weekend",19.73,3,"Male","Cash","Korean","09:56","03/11/2017",22
7928,"Coffee","morning","weekend",19.73,3,"Male","Cash","Korean","09:56","03/11/2017",22
7928,"Bread","morning","weekend",1.61,4,"Male","Cash","Korean","09:56","03/11/2017",22
7929,"Tea","morning","weekend",26.05,2,"Male","Credit card","Vietnamese","09:57","03/11/2017",19
7929,"Tea","morning","weekend",26.05,2,"Male","Credit card","Vietnamese","09:57","03/11/2017",19
7929,"Juice","morning","weekend",28.3,2,"Male","Credit card","Vietnamese","09:57","03/11/2017",19
7930,"Scone","morning","weekend",40.83,1,"Male","Credit card","Vietnamese","10:14","03/11/2017",19
7930,"Pastry","morning","weekend",14.94,3,"Male","Credit card","Vietnamese","10:14","03/11/2017",19
7930,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","10:14","03/11/2017",19
7931,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","10:15","03/11/2017",26
7931,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","10:15","03/11/2017",26
7932,"Baguette","morning","weekend",40.95,1,"Male","Credit card","Vietnamese","10:33","03/11/2017",18
7933,"Tea","morning","weekend",26.05,2,"Male","Credit card","Vietnamese","10:38","03/11/2017",17
7933,"Tea","morning","weekend",26.05,2,"Male","Credit card","Vietnamese","10:38","03/11/2017",17
7933,"Spanish Brunch","morning","weekend",47.45,1,"Male","Credit card","Vietnamese","10:38","03/11/2017",17
7933,"Fudge","morning","weekend",32.91,2,"Male","Credit card","Vietnamese","10:38","03/11/2017",17
7933,"Jam","morning","weekend",45.27,1,"Male","Credit card","Vietnamese","10:38","03/11/2017",17
7934,"Coffee","morning","weekend",19.73,3,"Male","Cash","Germany","10:45","03/11/2017",24
7934,"Spanish Brunch","morning","weekend",47.45,1,"Male","Cash","Germany","10:45","03/11/2017",24
7934,"Truffles","morning","weekend",42.66,1,"Male","Cash","Germany","10:45","03/11/2017",24
7935,"Scone","morning","weekend",40.83,1,"Male","Online Wallet","Korean","11:01","03/11/2017",18
7935,"Cake","morning","weekend",20.24,2,"Male","Online Wallet","Korean","11:01","03/11/2017",18
7935,"Scandinavian","morning","weekend",39.34,2,"Male","Online Wallet","Korean","11:01","03/11/2017",18
7936,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","11:03","03/11/2017",20
7937,"Sandwich","morning","weekend",10.13,3,"female","Cash","Korean","11:04","03/11/2017",22
7937,"Coffee","morning","weekend",19.73,3,"female","Cash","Korean","11:04","03/11/2017",22
7938,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","11:05","03/11/2017",30
7938,"Farm House","morning","weekend",40.82,1,"Male","Credit card","Vietnamese","11:05","03/11/2017",30
7939,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","11:06","03/11/2017",26
7939,"Toast","morning","weekend",31.53,2,"Male","Credit card","Vietnamese","11:06","03/11/2017",26
7939,"Cookies","morning","weekend",5.51,4,"Male","Credit card","Vietnamese","11:06","03/11/2017",26
7940,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","11:09","03/11/2017",28
7941,"Farm House","morning","weekend",40.82,1,"Male","Credit card","Vietnamese","11:14","03/11/2017",26
7941,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","11:14","03/11/2017",26
7941,"Cookies","morning","weekend",5.51,4,"Male","Credit card","Vietnamese","11:14","03/11/2017",26
7942,"Spanish Brunch","morning","weekend",47.45,1,"female","Online Wallet","American","11:30","03/11/2017",27
7942,"Bread","morning","weekend",1.61,4,"female","Online Wallet","American","11:30","03/11/2017",27
7942,"Cake","morning","weekend",20.24,2,"female","Online Wallet","American","11:30","03/11/2017",27
7942,"Medialuna","morning","weekend",43.23,1,"female","Online Wallet","American","11:30","03/11/2017",27
7942,"Coffee","morning","weekend",19.73,3,"female","Online Wallet","American","11:30","03/11/2017",27
7942,"Brownie","morning","weekend",44.82,1,"female","Online Wallet","American","11:30","03/11/2017",27
7943,"Pastry","morning","weekend",14.94,3,"Male","Credit card","Vietnamese","11:32","03/11/2017",30
7943,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","11:32","03/11/2017",30
7943,"Soup","morning","weekend",42.55,1,"Male","Credit card","Vietnamese","11:32","03/11/2017",30
7943,"Sandwich","morning","weekend",10.13,3,"Male","Credit card","Vietnamese","11:32","03/11/2017",30
7944,"Muffin","morning","weekend",7.18,4,"Male","Online Wallet","Germany","11:42","03/11/2017",16
7945,"Tea","morning","weekend",26.05,2,"Male","Credit card","Vietnamese","11:43","03/11/2017",17
7946,"Tiffin","morning","weekend",29.73,2,"Male","Credit card","Vietnamese","11:45","03/11/2017",28
7947,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","11:47","03/11/2017",17
