"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Age"
8175,7,1,2,19.73,3,1,1,1,17
8175,7,1,2,19.73,3,1,1,1,17
8175,30,1,2,10.13,3,1,1,1,17
8176,7,1,2,19.73,3,1,1,1,20
8176,5,1,2,5.51,4,1,1,1,20
8177,7,1,2,19.73,3,0,2,2,18
8177,24,1,2,20.24,2,0,2,2,18
8178,1,1,2,1.61,4,1,1,1,20
8179,1,1,2,1.61,4,1,1,1,23
8180,1,1,2,1.61,4,1,1,1,25
8180,4,1,2,45.27,1,1,1,1,25
8180,87,1,2,9,4,1,1,1,25
8181,7,1,2,19.73,3,1,1,1,21
8181,7,1,2,19.73,3,1,1,1,21
8182,27,1,2,45.97,1,1,1,1,21
8182,72,1,2,NA,NA,1,1,1,21
8183,76,1,2,28,2,1,3,2,26
8184,5,0,2,5.51,4,1,1,1,17
8185,24,0,2,20.24,2,1,3,4,28
8186,45,0,2,42.66,1,1,2,4,18
8186,8,0,2,14.94,3,1,2,4,18
8187,5,0,2,5.51,4,0,3,2,17
8187,78,0,2,40.95,1,0,3,2,17
8188,7,0,2,19.73,3,1,1,1,21
8189,33,0,2,44.82,1,1,1,1,18
8190,7,0,2,19.73,3,1,1,1,26
8190,60,0,2,31.53,2,1,1,1,26
8191,10,0,2,26.05,2,1,1,1,17
8191,10,0,2,26.05,2,1,1,1,17
8191,5,0,2,5.51,4,1,1,1,17
8191,8,0,2,14.94,3,1,1,1,17
8192,27,0,2,45.97,1,1,1,1,25
8193,33,0,2,44.82,1,1,1,1,20
8193,7,0,2,19.73,3,1,1,1,20
8194,7,0,2,19.73,3,1,1,1,22
8194,24,0,2,20.24,2,1,1,1,22
8195,30,0,2,10.13,3,1,1,1,21
8195,45,0,2,42.66,1,1,1,1,21
8195,24,0,2,20.24,2,1,1,1,21
8196,24,0,2,20.24,2,0,3,2,18
8196,58,0,2,3.38,4,0,3,2,18
8196,10,0,2,26.05,2,0,3,2,18
8196,7,0,2,19.73,3,0,3,2,18
8197,24,0,2,20.24,2,1,1,1,17
8197,8,0,2,14.94,3,1,1,1,17
8197,3,0,2,20.12,2,1,1,1,17
8197,7,0,2,19.73,3,1,1,1,17
8198,33,0,2,44.82,1,1,1,1,19
8199,7,0,2,19.73,3,1,1,1,29
8199,61,0,2,40.83,1,1,1,1,29
8200,24,0,2,20.24,2,0,2,3,27
8200,78,0,2,40.95,1,0,2,3,27
8201,7,0,2,19.73,3,1,2,2,21
8201,10,0,2,26.05,2,1,2,2,21
8202,7,0,2,19.73,3,1,1,1,29
8202,1,0,2,1.61,4,1,1,1,29
8202,24,0,2,20.24,2,1,1,1,29
8202,1,0,2,1.61,4,1,1,1,29
8203,1,0,2,1.61,4,1,3,3,24
8204,1,0,2,1.61,4,1,1,1,28
8205,7,0,2,19.73,3,1,1,1,30
8205,61,0,2,40.83,1,1,1,1,30
8206,1,0,2,1.61,4,0,2,3,26
8206,7,0,2,19.73,3,0,2,3,26
8206,7,0,2,19.73,3,0,2,3,26
8207,16,0,2,28.3,2,1,1,1,25
8207,7,0,2,19.73,3,1,1,1,25
8207,24,0,2,20.24,2,1,1,1,25
8208,7,0,2,19.73,3,1,2,2,21
8208,33,0,2,44.82,1,1,2,2,21
8209,78,1,2,40.95,1,1,2,2,30
8209,5,1,2,5.51,4,1,2,2,30
8210,9,1,2,43.23,1,1,1,1,27
8210,1,1,2,1.61,4,1,1,1,27
8210,1,1,2,1.61,4,1,1,1,27
8210,7,1,2,19.73,3,1,1,1,27
8210,13,1,2,28.31,2,1,1,1,27
8211,7,1,2,19.73,3,1,1,1,20
8211,5,1,2,5.51,4,1,1,1,20
8212,7,1,2,19.73,3,1,3,4,25
8212,1,1,2,1.61,4,1,3,4,25
8213,7,1,2,19.73,3,1,3,4,23
8213,60,1,2,31.53,2,1,3,4,23
8214,1,1,2,1.61,4,1,3,4,27
8214,8,1,2,14.94,3,1,3,4,27
8215,1,1,2,1.61,4,1,1,1,29
8215,7,1,2,19.73,3,1,1,1,29
8215,8,1,2,14.94,3,1,1,1,29
8216,7,1,2,19.73,3,1,3,3,17
8216,1,1,2,1.61,4,1,3,3,17
8216,60,1,2,31.53,2,1,3,3,17
8217,7,1,2,19.73,3,1,1,1,28
8218,14,1,2,40.82,1,0,3,2,17
8219,1,1,2,1.61,4,1,1,1,16
8219,7,1,2,19.73,3,1,1,1,16
8219,8,1,2,14.94,3,1,1,1,16
8220,7,1,2,19.73,3,1,1,1,23
8220,3,1,2,20.12,2,1,1,1,23
8220,5,1,2,5.51,4,1,1,1,23
8221,7,1,2,19.73,3,1,1,1,17
8221,60,1,2,31.53,2,1,1,1,17
8221,37,1,2,28.57,2,1,1,1,17
8222,1,1,2,1.61,4,1,1,1,29
8222,8,1,2,14.94,3,1,1,1,29
8223,3,1,2,20.12,2,1,1,1,24
8223,3,1,2,20.12,2,1,1,1,24
8223,1,1,2,1.61,4,1,1,1,24
8223,33,1,2,44.82,1,1,1,1,24
8224,1,1,2,1.61,4,1,1,1,19
8224,16,1,2,28.3,2,1,1,1,19
8224,66,1,2,45.81,1,1,1,1,19
8225,52,1,2,46.64,1,1,1,1,23
8225,9,1,2,43.23,1,1,1,1,23
8225,10,1,2,26.05,2,1,1,1,23
8226,1,1,2,1.61,4,0,3,4,19
8226,52,1,2,46.64,1,0,3,4,19
8227,91,1,2,1.86,4,1,1,1,28
8227,60,1,2,31.53,2,1,1,1,28
8227,76,1,2,28,2,1,1,1,28
8227,3,1,2,20.12,2,1,1,1,28
8227,7,1,2,19.73,3,1,1,1,28
8227,24,1,2,20.24,2,1,1,1,28
8228,1,1,2,1.61,4,1,2,2,20
8229,14,1,2,40.82,1,1,1,1,25
8230,7,1,2,19.73,3,1,2,2,19
8230,9,1,2,43.23,1,1,2,2,19
8231,78,1,2,40.95,1,1,1,1,29
8232,2,1,2,39.34,2,0,2,3,28
8233,30,1,2,10.13,3,1,1,1,26
8234,1,1,2,1.61,4,0,3,4,17
8235,7,0,2,19.73,3,1,3,2,20
8235,60,0,2,31.53,2,1,3,2,20
8235,10,0,2,26.05,2,1,3,2,20
8236,1,0,2,1.61,4,1,1,1,18
8237,1,0,2,1.61,4,1,1,1,28
8238,10,0,2,26.05,2,1,1,1,28
8238,7,0,2,19.73,3,1,1,1,28
8238,1,0,2,1.61,4,1,1,1,28
8239,73,0,2,8,4,1,1,1,26
8239,1,0,2,1.61,4,1,1,1,26
8240,21,0,2,42.55,1,0,3,2,17
8241,21,0,2,42.55,1,1,2,2,24
8241,72,0,2,NA,NA,1,2,2,24
8241,10,0,2,26.05,2,1,2,2,24
8241,13,0,2,28.31,2,1,2,2,24
8241,16,0,2,28.3,2,1,2,2,24
8242,24,0,2,20.24,2,1,1,1,26
8242,45,0,2,42.66,1,1,1,1,26
8242,73,0,2,8,4,1,1,1,26
8242,30,0,2,10.13,3,1,1,1,26
8243,8,0,2,14.94,3,1,3,4,26
8244,73,0,2,8,4,1,1,1,21
8244,7,0,2,19.73,3,1,1,1,21
8245,32,0,2,27.48,2,1,1,1,19
8245,1,0,2,1.61,4,1,1,1,19
8246,7,0,2,19.73,3,1,2,2,28
8246,7,0,2,19.73,3,1,2,2,28
8246,21,0,2,42.55,1,1,2,2,28
8247,7,0,2,19.73,3,1,1,1,20
8247,61,0,2,40.83,1,1,1,1,20
8248,27,0,2,45.97,1,1,2,4,25
8249,1,0,2,1.61,4,1,1,1,23
8249,33,0,2,44.82,1,1,1,1,23
8250,7,0,2,19.73,3,1,2,4,18
8250,3,0,2,20.12,2,1,2,4,18
8250,5,0,2,5.51,4,1,2,4,18
8251,7,0,2,19.73,3,1,1,1,25
8251,5,0,2,5.51,4,1,1,1,25
8252,1,0,2,1.61,4,1,1,1,29
8252,24,0,2,20.24,2,1,1,1,29
8253,24,0,2,20.24,2,1,1,1,22
8253,7,0,2,19.73,3,1,1,1,22
8253,7,0,2,19.73,3,1,1,1,22
8253,7,0,2,19.73,3,1,1,1,22
8254,7,0,2,19.73,3,1,3,2,29
8255,10,0,2,26.05,2,1,1,1,20
8255,58,0,2,3.38,4,1,1,1,20
8255,1,0,2,1.61,4,1,1,1,20
8256,23,0,2,24.22,2,1,1,1,20
8256,7,0,2,19.73,3,1,1,1,20
8256,24,0,2,20.24,2,1,1,1,20
8256,1,0,2,1.61,4,1,1,1,20
8257,3,0,2,20.12,2,1,2,4,25
8258,10,1,2,26.05,2,1,1,1,28
8258,61,1,2,40.83,1,1,1,1,28
8259,78,1,2,40.95,1,1,2,3,18
8259,5,1,2,5.51,4,1,2,3,18
8260,7,1,2,19.73,3,1,1,1,24
8260,58,1,2,3.38,4,1,1,1,24
8261,92,1,2,20.2,2,1,1,1,26
8262,1,1,2,1.61,4,1,2,4,17
8263,1,1,2,1.61,4,1,1,1,18
8264,7,1,2,19.73,3,0,2,2,28
8264,8,1,2,14.94,3,0,2,2,28
8265,7,1,2,19.73,3,1,3,4,17
8266,1,1,2,1.61,4,1,1,1,26
8266,8,1,2,14.94,3,1,1,1,26
8267,1,1,2,1.61,4,1,1,1,20
8268,7,1,2,19.73,3,1,1,1,28
8269,78,1,2,40.95,1,1,1,1,16
8270,7,1,2,19.73,3,1,1,1,19
8270,1,1,2,1.61,4,1,1,1,19
8270,1,1,2,1.61,4,1,1,1,19
8271,7,1,2,19.73,3,1,2,4,23
8271,7,1,2,19.73,3,1,2,4,23
8271,60,1,2,31.53,2,1,2,4,23
8272,24,1,2,20.24,2,1,1,1,20
8272,1,1,2,1.61,4,1,1,1,20
8273,7,1,2,19.73,3,1,3,2,27
8274,7,1,2,19.73,3,1,1,1,19
8275,7,1,2,19.73,3,1,1,1,16
8275,7,1,2,19.73,3,1,1,1,16
8275,16,1,2,28.3,2,1,1,1,16
8275,24,1,2,20.24,2,1,1,1,16
8275,5,1,2,5.51,4,1,1,1,16
8276,78,1,2,40.95,1,1,1,1,17
8277,10,1,2,26.05,2,1,2,3,26
8277,24,1,2,20.24,2,1,2,3,26
8278,8,1,2,14.94,3,1,1,1,16
8278,7,1,2,19.73,3,1,1,1,16
8279,10,1,2,26.05,2,1,1,1,22
8280,10,1,2,26.05,2,1,1,1,16
8281,7,1,2,19.73,3,0,2,4,18
8281,8,1,2,14.94,3,0,2,4,18
8282,1,1,2,1.61,4,0,3,4,24
8283,2,1,2,39.34,2,1,1,1,24
8284,24,1,2,20.24,2,1,1,1,27
8284,53,1,2,29.73,2,1,1,1,27
8284,7,1,2,19.73,3,1,1,1,27
8284,7,1,2,19.73,3,1,1,1,27
8285,10,1,2,26.05,2,1,1,1,22
8285,3,1,2,20.12,2,1,1,1,22
8285,8,1,2,14.94,3,1,1,1,22
8285,24,1,2,20.24,2,1,1,1,22
8286,33,1,2,44.82,1,1,2,2,18
8286,1,1,2,1.61,4,1,2,2,18
8287,1,1,2,1.61,4,1,1,1,20
8288,7,1,2,19.73,3,1,1,1,26
8290,60,0,2,31.53,2,1,1,1,27
8290,7,0,2,19.73,3,1,1,1,27
8291,10,0,2,26.05,2,0,2,2,18
8291,60,0,2,31.53,2,0,2,2,18
8292,7,0,2,19.73,3,1,1,1,26
8292,7,0,2,19.73,3,1,1,1,26
8292,30,0,2,10.13,3,1,1,1,26
8292,8,0,2,14.94,3,1,1,1,26
8296,7,0,2,19.73,3,1,3,3,26
8298,1,0,2,1.61,4,0,2,4,21
8299,7,0,2,19.73,3,1,1,1,29
8300,53,0,2,29.73,2,0,3,3,21
8302,7,0,2,19.73,3,0,2,4,25
8303,24,0,2,20.24,2,1,3,2,21
8303,24,0,2,20.24,2,1,3,2,21
8303,33,0,2,44.82,1,1,3,2,21
8304,89,0,2,NA,NA,1,1,1,23
8305,7,0,2,19.73,3,1,1,1,26
8305,7,0,2,19.73,3,1,1,1,26
8305,13,0,2,28.31,2,1,1,1,26
8306,1,0,2,1.61,4,0,3,4,24
8306,7,0,2,19.73,3,0,3,4,24
8306,5,0,2,5.51,4,0,3,4,24
8306,33,0,2,44.82,1,0,3,4,24
8307,7,0,2,19.73,3,1,3,4,23
8307,21,0,2,42.55,1,1,3,4,23
8307,30,0,2,10.13,3,1,3,4,23
8308,7,0,2,19.73,3,1,1,1,24
8308,85,0,2,NA,NA,1,1,1,24
8308,76,0,2,28,2,1,1,1,24
8308,72,0,2,NA,NA,1,1,1,24
8310,72,0,2,NA,NA,0,2,2,18
8310,7,0,2,19.73,3,0,2,2,18
8310,7,0,2,19.73,3,0,2,2,18
8311,7,0,2,19.73,3,1,2,4,22
8311,7,0,2,19.73,3,1,2,4,22
8311,24,0,2,20.24,2,1,2,4,22
8311,72,0,2,NA,NA,1,2,4,22
8312,24,0,2,20.24,2,1,1,1,21
8312,5,0,2,5.51,4,1,1,1,21
8313,7,0,2,19.73,3,0,3,3,17
8313,7,0,2,19.73,3,0,3,3,17
8313,5,0,2,5.51,4,0,3,3,17
8314,61,0,2,40.83,1,0,3,3,26
8314,7,0,2,19.73,3,0,3,3,26
8315,7,0,2,19.73,3,1,3,3,28
8315,7,0,2,19.73,3,1,3,3,28
8315,72,0,2,NA,NA,1,3,3,28
8316,27,0,2,45.97,1,1,1,1,28
8317,7,0,2,19.73,3,1,2,2,26
8317,24,0,2,20.24,2,1,2,2,26
8317,24,0,2,20.24,2,1,2,2,26
8318,3,0,2,20.12,2,1,1,1,19
8318,7,0,2,19.73,3,1,1,1,19
8318,53,0,2,29.73,2,1,1,1,19
8319,3,0,2,20.12,2,0,2,4,24
8319,7,0,2,19.73,3,0,2,4,24
8319,61,0,2,40.83,1,0,2,4,24
8320,1,0,2,1.61,4,1,1,1,26
8321,3,0,2,20.12,2,1,1,1,27
8321,3,0,2,20.12,2,1,1,1,27
8321,7,0,2,19.73,3,1,1,1,27
8322,53,0,2,29.73,2,1,1,1,29
8323,7,1,1,19.73,3,1,1,1,26
8323,30,1,1,10.13,3,1,1,1,26
8323,30,1,1,10.13,3,1,1,1,26
8324,3,1,1,20.12,2,1,1,1,22
8324,7,1,1,19.73,3,1,1,1,22
8324,8,1,1,14.94,3,1,1,1,22
8325,7,1,1,19.73,3,1,1,1,17
8325,9,1,1,43.23,1,1,1,1,17
8326,7,1,1,19.73,3,0,3,4,18
8326,8,1,1,14.94,3,0,3,4,18
8327,7,1,1,19.73,3,1,1,1,22
8327,7,1,1,19.73,3,1,1,1,22
8327,9,1,1,43.23,1,1,1,1,22
8327,5,1,1,5.51,4,1,1,1,22
8328,1,1,1,1.61,4,0,2,2,23
8328,1,1,1,1.61,4,0,2,2,23
8328,1,1,1,1.61,4,0,2,2,23
8328,8,1,1,14.94,3,0,2,2,23
8329,7,1,1,19.73,3,1,1,1,28
8330,1,1,1,1.61,4,1,1,1,25
8330,78,1,1,40.95,1,1,1,1,25
8331,60,1,1,31.53,2,0,3,4,23
8331,7,1,1,19.73,3,0,3,4,23
8332,14,1,1,40.82,1,1,1,1,19
8332,24,1,1,20.24,2,1,1,1,19
8333,8,1,1,14.94,3,1,1,1,16
8333,1,1,1,1.61,4,1,1,1,16
8334,7,1,1,19.73,3,1,2,3,27
8335,7,1,1,19.73,3,1,3,3,21
8335,5,1,1,5.51,4,1,3,3,21
8336,1,1,1,1.61,4,1,1,1,28
8336,1,1,1,1.61,4,1,1,1,28
8337,7,1,1,19.73,3,0,3,3,18
8337,8,1,1,14.94,3,0,3,3,18
8337,9,1,1,43.23,1,0,3,3,18
8338,24,1,1,20.24,2,1,1,1,29
8338,61,1,1,40.83,1,1,1,1,29
8338,2,1,1,39.34,2,1,1,1,29
8339,7,1,1,19.73,3,1,1,1,30
8340,7,1,1,19.73,3,1,1,1,23
8341,7,1,1,19.73,3,0,2,4,23
8342,71,1,1,23.22,2,0,3,2,30
8343,7,1,1,19.73,3,0,2,3,16
8343,77,1,1,36.29,2,0,2,3,16
8344,1,1,1,1.61,4,0,3,3,29
8345,10,1,1,26.05,2,1,1,1,21
8346,60,1,1,31.53,2,0,3,4,23
8346,7,1,1,19.73,3,0,3,4,23
8347,1,1,1,1.61,4,0,3,4,22
8348,7,1,1,19.73,3,0,3,2,23
8348,60,1,1,31.53,2,0,3,2,23
8349,1,1,1,1.61,4,1,1,1,29
8349,45,1,1,42.66,1,1,1,1,29
8350,16,1,1,28.3,2,1,1,1,16
8350,7,1,1,19.73,3,1,1,1,16
8350,1,1,1,1.61,4,1,1,1,16
8350,60,1,1,31.53,2,1,1,1,16
8351,7,1,1,19.73,3,0,2,2,25
8352,10,1,1,26.05,2,1,2,4,29
8353,7,1,1,19.73,3,0,2,2,18
8353,53,1,1,29.73,2,0,2,2,18
8353,61,1,1,40.83,1,0,2,2,18
8353,1,1,1,1.61,4,0,2,2,18
8354,7,1,1,19.73,3,1,1,1,24
8354,33,1,1,44.82,1,1,1,1,24
8355,4,1,1,45.27,1,1,1,1,25
8356,13,1,1,28.31,2,1,1,1,28
8356,61,1,1,40.83,1,1,1,1,28
8357,13,1,1,28.31,2,1,1,1,27
8358,7,0,1,19.73,3,1,1,1,21
8358,3,0,1,20.12,2,1,1,1,21
8358,1,0,1,1.61,4,1,1,1,21
8358,61,0,1,40.83,1,1,1,1,21
8359,1,0,1,1.61,4,1,1,1,17
8360,7,0,1,19.73,3,1,1,1,19
8360,72,0,1,NA,NA,1,1,1,19
8360,30,0,1,10.13,3,1,1,1,19
8361,1,0,1,1.61,4,0,2,3,29
8362,7,0,1,19.73,3,1,1,1,16
8362,7,0,1,19.73,3,1,1,1,16
8363,7,0,1,19.73,3,1,1,1,27
8363,7,0,1,19.73,3,1,1,1,27
8363,61,0,1,40.83,1,1,1,1,27
8363,53,0,1,29.73,2,1,1,1,27
8364,7,0,1,19.73,3,0,2,4,28
8365,10,0,1,26.05,2,0,3,3,16
8365,7,0,1,19.73,3,0,3,3,16
8365,7,0,1,19.73,3,0,3,3,16
8366,21,0,1,42.55,1,1,1,1,26
8366,13,0,1,28.31,2,1,1,1,26
8366,33,0,1,44.82,1,1,1,1,26
8367,13,0,1,28.31,2,1,1,1,25
8368,1,0,1,1.61,4,1,3,3,28
8368,61,0,1,40.83,1,1,3,3,28
8368,5,0,1,5.51,4,1,3,3,28
8368,21,0,1,42.55,1,1,3,3,28
8369,74,0,1,47.45,1,0,2,4,23
8369,56,0,1,31.25,2,0,2,4,23
8369,7,0,1,19.73,3,0,2,4,23
8370,1,0,1,1.61,4,1,1,1,25
8371,30,0,1,10.13,3,0,2,4,23
8371,7,0,1,19.73,3,0,2,4,23
8371,53,0,1,29.73,2,0,2,4,23
8371,24,0,1,20.24,2,0,2,4,23
8372,7,0,1,19.73,3,1,1,1,17
8372,5,0,1,5.51,4,1,1,1,17
8373,53,0,1,29.73,2,1,2,4,24
8374,30,0,1,10.13,3,1,3,3,25
8374,72,0,1,NA,NA,1,3,3,25
8374,1,0,1,1.61,4,1,3,3,25
8374,16,0,1,28.3,2,1,3,3,25
8375,30,0,1,10.13,3,1,1,1,22
8375,10,0,1,26.05,2,1,1,1,22
8375,24,0,1,20.24,2,1,1,1,22
8375,7,0,1,19.73,3,1,1,1,22
8376,1,0,1,1.61,4,1,1,1,27
8377,1,0,1,1.61,4,1,1,1,21
8377,4,0,1,45.27,1,1,1,1,21
8378,1,0,1,1.61,4,1,1,1,25
8378,56,0,1,31.25,2,1,1,1,25
8378,4,0,1,45.27,1,1,1,1,25
8379,1,0,1,1.61,4,1,1,1,24
8380,7,0,1,19.73,3,0,2,3,20
8380,3,0,1,20.12,2,0,2,3,20
8380,33,0,1,44.82,1,0,2,3,20
8380,1,0,1,1.61,4,0,2,3,20
8381,1,0,1,1.61,4,1,1,1,21
8382,7,0,1,19.73,3,0,3,3,30
8382,10,0,1,26.05,2,0,3,3,30
8382,74,0,1,47.45,1,0,3,3,30
8383,15,0,1,32.91,2,1,2,2,19
8383,78,0,1,40.95,1,1,2,2,19
8384,30,0,1,10.13,3,1,2,3,27
8385,1,0,1,1.61,4,1,1,1,26
8386,30,0,1,10.13,3,1,1,1,27
8387,2,0,1,39.34,2,1,1,1,22
8388,10,0,1,26.05,2,1,1,1,30
8388,61,0,1,40.83,1,1,1,1,30
8389,10,0,1,26.05,2,1,1,1,26
8389,53,0,1,29.73,2,1,1,1,26
8389,33,0,1,44.82,1,1,1,1,26
8390,61,0,1,40.83,1,1,3,3,26
8390,1,0,1,1.61,4,1,3,3,26
8391,7,0,1,19.73,3,0,3,4,26
8391,7,0,1,19.73,3,0,3,4,26
8391,24,0,1,20.24,2,0,3,4,26
8391,61,0,1,40.83,1,0,3,4,26
8392,1,0,1,1.61,4,1,1,1,30
8393,24,0,1,20.24,2,1,1,1,22
8393,7,0,1,19.73,3,1,1,1,22
8394,24,0,1,20.24,2,1,1,1,30
8394,24,0,1,20.24,2,1,1,1,30
8394,1,0,1,1.61,4,1,1,1,30
8394,10,0,1,26.05,2,1,1,1,30
8395,7,0,1,19.73,3,1,1,1,18
8395,10,0,1,26.05,2,1,1,1,18
8396,61,0,1,40.83,1,1,1,1,30
8397,3,0,1,20.12,2,0,3,3,24
8397,7,0,1,19.73,3,0,3,3,24
8397,24,0,1,20.24,2,0,3,3,24
8398,89,0,1,NA,NA,1,1,1,29
8399,10,0,1,26.05,2,0,2,3,30
8399,73,0,1,8,4,0,2,3,30
8400,10,0,1,26.05,2,1,1,1,19
8400,5,0,1,5.51,4,1,1,1,19
8400,24,0,1,20.24,2,1,1,1,19
8401,7,0,1,19.73,3,0,3,2,30
8401,10,0,1,26.05,2,0,3,2,30
8401,24,0,1,20.24,2,0,3,2,30
8402,7,0,1,19.73,3,1,1,1,26
8402,23,0,1,24.22,2,1,1,1,26
8402,21,0,1,42.55,1,1,1,1,26
8402,30,0,1,10.13,3,1,1,1,26
8402,24,0,1,20.24,2,1,1,1,26
8403,7,0,1,19.73,3,1,1,1,28
8403,27,0,1,45.97,1,1,1,1,28
8403,72,0,1,NA,NA,1,1,1,28
8404,7,1,1,19.73,3,1,1,1,18
8405,7,1,1,19.73,3,1,1,1,26
8406,7,1,1,19.73,3,1,3,2,19
8406,53,1,1,29.73,2,1,3,2,19
8407,74,1,1,47.45,1,1,1,1,20
8407,61,1,1,40.83,1,1,1,1,20
8407,7,1,1,19.73,3,1,1,1,20
8407,1,1,1,1.61,4,1,1,1,20
8408,7,1,1,19.73,3,0,2,3,20
8408,9,1,1,43.23,1,0,2,3,20
8409,1,1,1,1.61,4,1,1,1,25
8410,10,1,1,26.05,2,1,1,1,22
8411,1,1,1,1.61,4,1,1,1,16
8412,7,1,1,19.73,3,1,1,1,29
8412,7,1,1,19.73,3,1,1,1,29
8412,24,1,1,20.24,2,1,1,1,29
8413,10,1,1,26.05,2,0,2,2,23
8414,7,1,1,19.73,3,1,1,1,24
8414,7,1,1,19.73,3,1,1,1,24
8414,9,1,1,43.23,1,1,1,1,24
8414,53,1,1,29.73,2,1,1,1,24
8415,7,1,1,19.73,3,1,3,4,20
8415,1,1,1,1.61,4,1,3,4,20
8415,1,1,1,1.61,4,1,3,4,20
8416,1,1,1,1.61,4,1,1,1,24
8416,9,1,1,43.23,1,1,1,1,24
8417,7,1,1,19.73,3,0,2,4,30
8418,10,1,1,26.05,2,1,1,1,25
8418,10,1,1,26.05,2,1,1,1,25
8418,61,1,1,40.83,1,1,1,1,25
8419,3,1,1,20.12,2,1,1,1,18
8419,10,1,1,26.05,2,1,1,1,18
8419,1,1,1,1.61,4,1,1,1,18
8419,24,1,1,20.24,2,1,1,1,18
8420,1,1,1,1.61,4,0,2,2,23
8420,74,1,1,47.45,1,0,2,2,23
8421,1,1,1,1.61,4,1,1,1,27
8422,74,1,1,47.45,1,1,2,3,17
8422,45,1,1,42.66,1,1,2,3,17
8422,16,1,1,28.3,2,1,2,3,17
8422,7,1,1,19.73,3,1,2,3,17
8422,53,1,1,29.73,2,1,2,3,17
8423,7,1,1,19.73,3,1,3,3,23
8424,1,1,1,1.61,4,1,1,1,21
8424,1,1,1,1.61,4,1,1,1,21
8425,1,0,1,1.61,4,1,1,1,30
8426,14,0,1,40.82,1,1,1,1,22
8427,7,0,1,19.73,3,1,1,1,18
8427,61,0,1,40.83,1,1,1,1,18
8428,1,0,1,1.61,4,1,1,1,21
8429,7,0,1,19.73,3,1,1,1,28
8429,7,0,1,19.73,3,1,1,1,28
8429,74,0,1,47.45,1,1,1,1,28
8429,7,0,1,19.73,3,1,1,1,28
8429,41,0,1,35.66,2,1,1,1,28
8430,74,0,1,47.45,1,1,1,1,25
8430,3,0,1,20.12,2,1,1,1,25
8431,7,0,1,19.73,3,1,1,1,24
8431,7,0,1,19.73,3,1,1,1,24
8431,24,0,1,20.24,2,1,1,1,24
8431,61,0,1,40.83,1,1,1,1,24
8432,53,0,1,29.73,2,1,2,2,28
8432,7,0,1,19.73,3,1,2,2,28
8433,10,0,1,26.05,2,1,1,1,17
8433,5,0,1,5.51,4,1,1,1,17
8434,7,0,1,19.73,3,1,3,2,28
8434,1,0,1,1.61,4,1,3,2,28
8435,30,0,1,10.13,3,1,1,1,28
8435,6,0,1,7.18,4,1,1,1,28
8435,1,0,1,1.61,4,1,1,1,28
8435,5,0,1,5.51,4,1,1,1,28
8436,14,0,1,40.82,1,1,2,2,17
8437,74,0,1,47.45,1,1,1,1,23
8437,72,0,1,NA,NA,1,1,1,23
8437,10,0,1,26.05,2,1,1,1,23
8437,7,0,1,19.73,3,1,1,1,23
8437,8,0,1,14.94,3,1,1,1,23
8437,24,0,1,20.24,2,1,1,1,23
8438,23,0,1,24.22,2,1,1,1,25
8438,7,0,1,19.73,3,1,1,1,25
8438,21,0,1,42.55,1,1,1,1,25
8438,72,0,1,NA,NA,1,1,1,25
8439,30,0,1,10.13,3,0,3,2,30
8439,10,0,1,26.05,2,0,3,2,30
8439,7,0,1,19.73,3,0,3,2,30
8440,30,0,1,10.13,3,1,1,1,28
8440,30,0,1,10.13,3,1,1,1,28
8441,74,0,1,47.45,1,1,1,1,28
8441,60,0,1,31.53,2,1,1,1,28
8441,72,0,1,NA,NA,1,1,1,28
8441,78,0,1,40.95,1,1,1,1,28
8442,30,0,1,10.13,3,0,2,2,16
8442,30,0,1,10.13,3,0,2,2,16
8443,24,0,1,20.24,2,1,1,1,28
8443,1,0,1,1.61,4,1,1,1,28
8443,6,0,1,7.18,4,1,1,1,28
8444,7,0,1,19.73,3,1,2,4,30
8444,7,0,1,19.73,3,1,2,4,30
8444,8,0,1,14.94,3,1,2,4,30
8445,7,0,1,19.73,3,1,1,1,18
8445,7,0,1,19.73,3,1,1,1,18
8445,30,0,1,10.13,3,1,1,1,18
8445,73,0,1,8,4,1,1,1,18
8446,24,0,1,20.24,2,1,1,1,20
8446,7,0,1,19.73,3,1,1,1,20
8446,7,0,1,19.73,3,1,1,1,20
8447,1,0,1,1.61,4,1,1,1,17
8448,74,0,1,47.45,1,0,3,2,27
8448,7,0,1,19.73,3,0,3,2,27
8448,27,0,1,45.97,1,0,3,2,27
8448,1,0,1,1.61,4,0,3,2,27
8448,13,0,1,28.31,2,0,3,2,27
8448,21,0,1,42.55,1,0,3,2,27
8449,10,0,1,26.05,2,1,2,3,21
8449,24,0,1,20.24,2,1,2,3,21
8450,7,0,1,19.73,3,1,2,2,30
8450,30,0,1,10.13,3,1,2,2,30
8450,30,0,1,10.13,3,1,2,2,30
8450,6,0,1,7.18,4,1,2,2,30
8451,7,0,1,19.73,3,1,2,3,26
8452,7,0,1,19.73,3,1,1,1,19
8452,10,0,1,26.05,2,1,1,1,19
8452,24,0,1,20.24,2,1,1,1,19
8452,61,0,1,40.83,1,1,1,1,19
8453,8,0,1,14.94,3,1,1,1,28
8453,61,0,1,40.83,1,1,1,1,28
8454,7,0,1,19.73,3,1,1,1,24
8455,71,0,1,23.22,2,1,1,1,29
8456,7,1,2,19.73,3,1,1,1,30
